ID,Royal Mail,Energy,Water,Rail
524,Public sector,Public sector,Public sector,Public sector
1551,Public sector,Public sector,Public sector,Public sector
967,Public sector,Public sector,Public sector,Public sector
733,Public sector,Public sector,Public sector,Public sector
1640,Private sector,Private sector,Public sector,Public sector
1533,Public sector,Public sector,Public sector,Public sector
1671,Private sector,Private sector,Public sector,Public sector
776,Public sector,Public sector,Public sector,Public sector
622,Public sector,Public sector,Public sector,Public sector
1395,Public sector,Public sector,Public sector,Public sector
1412,Public sector,Public sector,Public sector,Public sector
554,Public sector,Public sector,Public sector,Public sector
1776,Don't know,Don't know,Private sector,Private sector
1056,Public sector,Public sector,Public sector,Public sector
1254,Public sector,Public sector,Public sector,Public sector
1554,Public sector,Public sector,Public sector,Public sector
606,Public sector,Public sector,Public sector,Public sector
1586,Private sector,Public sector,Public sector,Public sector
103,Public sector,Public sector,Public sector,Public sector
525,Public sector,Public sector,Public sector,Public sector
655,Public sector,Public sector,Public sector,Public sector
373,Public sector,Public sector,Public sector,Public sector
1058,Public sector,Public sector,Public sector,Public sector
1217,Public sector,Public sector,Public sector,Public sector
341,Public sector,Public sector,Public sector,Public sector
1017,Public sector,Public sector,Public sector,Public sector
1243,Public sector,Public sector,Public sector,Public sector
765,Public sector,Public sector,Public sector,Public sector
177,Public sector,Public sector,Public sector,Public sector
986,Public sector,Public sector,Public sector,Public sector
1396,Public sector,Public sector,Public sector,Public sector
523,Public sector,Public sector,Public sector,Public sector
1209,Public sector,Public sector,Public sector,Public sector
1087,Public sector,Public sector,Public sector,Public sector
1693,Private sector,Private sector,Public sector,Public sector
963,Public sector,Public sector,Public sector,Public sector
913,Public sector,Public sector,Public sector,Public sector
1480,Public sector,Public sector,Public sector,Public sector
1328,Public sector,Public sector,Public sector,Public sector
971,Public sector,Public sector,Public sector,Public sector
489,Public sector,Public sector,Public sector,Public sector
1446,Public sector,Public sector,Public sector,Public sector
511,Public sector,Public sector,Public sector,Public sector
515,Public sector,Public sector,Public sector,Public sector
1146,Public sector,Public sector,Public sector,Public sector
1312,Public sector,Public sector,Public sector,Public sector
897,Public sector,Public sector,Public sector,Public sector
1072,Public sector,Public sector,Public sector,Public sector
1270,Public sector,Public sector,Public sector,Public sector
780,Public sector,Public sector,Public sector,Public sector
1692,Private sector,Private sector,Public sector,Public sector
1503,Public sector,Public sector,Public sector,Public sector
1582,Private sector,Public sector,Public sector,Public sector
851,Public sector,Public sector,Public sector,Public sector
549,Public sector,Public sector,Public sector,Public sector
1713,Don't know,Private sector,Public sector,Public sector
474,Public sector,Public sector,Public sector,Public sector
667,Public sector,Public sector,Public sector,Public sector
950,Public sector,Public sector,Public sector,Public sector
27,Public sector,Public sector,Public sector,Public sector
1150,Public sector,Public sector,Public sector,Public sector
906,Public sector,Public sector,Public sector,Public sector
1435,Public sector,Public sector,Public sector,Public sector
278,Public sector,Public sector,Public sector,Public sector
1372,Public sector,Public sector,Public sector,Public sector
1327,Public sector,Public sector,Public sector,Public sector
1186,Public sector,Public sector,Public sector,Public sector
1696,Private sector,Private sector,Public sector,Public sector
1201,Public sector,Public sector,Public sector,Public sector
1275,Public sector,Public sector,Public sector,Public sector
1825,Don't know,Don't know,Don't know,Don't know
1240,Public sector,Public sector,Public sector,Public sector
792,Public sector,Public sector,Public sector,Public sector
1715,Don't know,Private sector,Public sector,Public sector
1560,Public sector,Public sector,Public sector,Public sector
1464,Public sector,Public sector,Public sector,Public sector
664,Public sector,Public sector,Public sector,Public sector
1159,Public sector,Public sector,Public sector,Public sector
1422,Public sector,Public sector,Public sector,Public sector
835,Public sector,Public sector,Public sector,Public sector
1290,Public sector,Public sector,Public sector,Public sector
1336,Public sector,Public sector,Public sector,Public sector
1794,Don't know,Don't know,Private sector,Private sector
482,Public sector,Public sector,Public sector,Public sector
153,Public sector,Public sector,Public sector,Public sector
537,Public sector,Public sector,Public sector,Public sector
1106,Public sector,Public sector,Public sector,Public sector
1193,Public sector,Public sector,Public sector,Public sector
921,Public sector,Public sector,Public sector,Public sector
1293,Public sector,Public sector,Public sector,Public sector
1518,Public sector,Public sector,Public sector,Public sector
406,Public sector,Public sector,Public sector,Public sector
86,Public sector,Public sector,Public sector,Public sector
1143,Public sector,Public sector,Public sector,Public sector
1426,Public sector,Public sector,Public sector,Public sector
518,Public sector,Public sector,Public sector,Public sector
1088,Public sector,Public sector,Public sector,Public sector
1221,Public sector,Public sector,Public sector,Public sector
1846,Don't know,Don't know,Don't know,Don't know
1572,Public sector,Public sector,Public sector,Public sector
1700,Private sector,Private sector,Public sector,Public sector
1457,Public sector,Public sector,Public sector,Public sector
1241,Public sector,Public sector,Public sector,Public sector
1517,Public sector,Public sector,Public sector,Public sector
1631,Private sector,Private sector,Public sector,Public sector
1817,Don't know,Don't know,Don't know,Don't know
1338,Public sector,Public sector,Public sector,Public sector
988,Public sector,Public sector,Public sector,Public sector
1676,Private sector,Private sector,Public sector,Public sector
1550,Public sector,Public sector,Public sector,Public sector
436,Public sector,Public sector,Public sector,Public sector
453,Public sector,Public sector,Public sector,Public sector
1271,Public sector,Public sector,Public sector,Public sector
1292,Public sector,Public sector,Public sector,Public sector
82,Public sector,Public sector,Public sector,Public sector
225,Public sector,Public sector,Public sector,Public sector
1668,Private sector,Private sector,Public sector,Public sector
1739,Don't know,Don't know,Public sector,Public sector
602,Public sector,Public sector,Public sector,Public sector
1679,Private sector,Private sector,Public sector,Public sector
1138,Public sector,Public sector,Public sector,Public sector
369,Public sector,Public sector,Public sector,Public sector
861,Public sector,Public sector,Public sector,Public sector
35,Public sector,Public sector,Public sector,Public sector
1180,Public sector,Public sector,Public sector,Public sector
699,Public sector,Public sector,Public sector,Public sector
1718,Don't know,Private sector,Public sector,Public sector
603,Public sector,Public sector,Public sector,Public sector
1538,Public sector,Public sector,Public sector,Public sector
1189,Public sector,Public sector,Public sector,Public sector
697,Public sector,Public sector,Public sector,Public sector
824,Public sector,Public sector,Public sector,Public sector
1470,Public sector,Public sector,Public sector,Public sector
473,Public sector,Public sector,Public sector,Public sector
1663,Private sector,Private sector,Public sector,Public sector
448,Public sector,Public sector,Public sector,Public sector
1568,Public sector,Public sector,Public sector,Public sector
1051,Public sector,Public sector,Public sector,Public sector
1803,Don't know,Don't know,Don't know,Don't know
1643,Private sector,Private sector,Public sector,Public sector
653,Public sector,Public sector,Public sector,Public sector
1449,Public sector,Public sector,Public sector,Public sector
1829,Don't know,Don't know,Don't know,Don't know
635,Public sector,Public sector,Public sector,Public sector
1352,Public sector,Public sector,Public sector,Public sector
162,Public sector,Public sector,Public sector,Public sector
318,Public sector,Public sector,Public sector,Public sector
65,Public sector,Public sector,Public sector,Public sector
1153,Public sector,Public sector,Public sector,Public sector
984,Public sector,Public sector,Public sector,Public sector
1630,Private sector,Private sector,Public sector,Public sector
493,Public sector,Public sector,Public sector,Public sector
283,Public sector,Public sector,Public sector,Public sector
125,Public sector,Public sector,Public sector,Public sector
885,Public sector,Public sector,Public sector,Public sector
1073,Public sector,Public sector,Public sector,Public sector
333,Public sector,Public sector,Public sector,Public sector
1778,Don't know,Don't know,Private sector,Private sector
338,Public sector,Public sector,Public sector,Public sector
137,Public sector,Public sector,Public sector,Public sector
791,Public sector,Public sector,Public sector,Public sector
909,Public sector,Public sector,Public sector,Public sector
652,Public sector,Public sector,Public sector,Public sector
465,Public sector,Public sector,Public sector,Public sector
773,Public sector,Public sector,Public sector,Public sector
467,Public sector,Public sector,Public sector,Public sector
1172,Public sector,Public sector,Public sector,Public sector
1580,Private sector,Public sector,Public sector,Public sector
202,Public sector,Public sector,Public sector,Public sector
1675,Private sector,Private sector,Public sector,Public sector
1736,Don't know,Don't know,Public sector,Public sector
176,Public sector,Public sector,Public sector,Public sector
1400,Public sector,Public sector,Public sector,Public sector
1434,Public sector,Public sector,Public sector,Public sector
368,Public sector,Public sector,Public sector,Public sector
459,Public sector,Public sector,Public sector,Public sector
1415,Public sector,Public sector,Public sector,Public sector
702,Public sector,Public sector,Public sector,Public sector
1732,Don't know,Don't know,Public sector,Public sector
1010,Public sector,Public sector,Public sector,Public sector
1249,Public sector,Public sector,Public sector,Public sector
245,Public sector,Public sector,Public sector,Public sector
816,Public sector,Public sector,Public sector,Public sector
1645,Private sector,Private sector,Public sector,Public sector
770,Public sector,Public sector,Public sector,Public sector
918,Public sector,Public sector,Public sector,Public sector
1303,Public sector,Public sector,Public sector,Public sector
819,Public sector,Public sector,Public sector,Public sector
1142,Public sector,Public sector,Public sector,Public sector
546,Public sector,Public sector,Public sector,Public sector
1833,Don't know,Don't know,Don't know,Don't know
55,Public sector,Public sector,Public sector,Public sector
1858,Don't know,Don't know,Don't know,Don't know
903,Public sector,Public sector,Public sector,Public sector
6,Public sector,Public sector,Public sector,Public sector
1450,Public sector,Public sector,Public sector,Public sector
572,Public sector,Public sector,Public sector,Public sector
1806,Don't know,Don't know,Don't know,Don't know
182,Public sector,Public sector,Public sector,Public sector
454,Public sector,Public sector,Public sector,Public sector
883,Public sector,Public sector,Public sector,Public sector
680,Public sector,Public sector,Public sector,Public sector
520,Public sector,Public sector,Public sector,Public sector
1705,Private sector,Private sector,Public sector,Public sector
1411,Public sector,Public sector,Public sector,Public sector
510,Public sector,Public sector,Public sector,Public sector
1587,Private sector,Public sector,Public sector,Public sector
109,Public sector,Public sector,Public sector,Public sector
1746,Don't know,Don't know,Public sector,Public sector
970,Public sector,Public sector,Public sector,Public sector
312,Public sector,Public sector,Public sector,Public sector
1478,Public sector,Public sector,Public sector,Public sector
424,Public sector,Public sector,Public sector,Public sector
1419,Public sector,Public sector,Public sector,Public sector
565,Public sector,Public sector,Public sector,Public sector
452,Public sector,Public sector,Public sector,Public sector
1722,Don't know,Private sector,Public sector,Public sector
539,Public sector,Public sector,Public sector,Public sector
1177,Public sector,Public sector,Public sector,Public sector
340,Public sector,Public sector,Public sector,Public sector
896,Public sector,Public sector,Public sector,Public sector
95,Public sector,Public sector,Public sector,Public sector
1540,Public sector,Public sector,Public sector,Public sector
1633,Private sector,Private sector,Public sector,Public sector
842,Public sector,Public sector,Public sector,Public sector
1856,Don't know,Don't know,Don't know,Don't know
1231,Public sector,Public sector,Public sector,Public sector
187,Public sector,Public sector,Public sector,Public sector
1612,Private sector,Public sector,Public sector,Public sector
32,Public sector,Public sector,Public sector,Public sector
1410,Public sector,Public sector,Public sector,Public sector
388,Public sector,Public sector,Public sector,Public sector
45,Public sector,Public sector,Public sector,Public sector
964,Public sector,Public sector,Public sector,Public sector
1057,Public sector,Public sector,Public sector,Public sector
1436,Public sector,Public sector,Public sector,Public sector
1237,Public sector,Public sector,Public sector,Public sector
438,Public sector,Public sector,Public sector,Public sector
1555,Public sector,Public sector,Public sector,Public sector
1363,Public sector,Public sector,Public sector,Public sector
729,Public sector,Public sector,Public sector,Public sector
295,Public sector,Public sector,Public sector,Public sector
679,Public sector,Public sector,Public sector,Public sector
666,Public sector,Public sector,Public sector,Public sector
1250,Public sector,Public sector,Public sector,Public sector
1832,Don't know,Don't know,Don't know,Don't know
164,Public sector,Public sector,Public sector,Public sector
412,Public sector,Public sector,Public sector,Public sector
386,Public sector,Public sector,Public sector,Public sector
1114,Public sector,Public sector,Public sector,Public sector
288,Public sector,Public sector,Public sector,Public sector
1285,Public sector,Public sector,Public sector,Public sector
96,Public sector,Public sector,Public sector,Public sector
1585,Private sector,Public sector,Public sector,Public sector
1501,Public sector,Public sector,Public sector,Public sector
81,Public sector,Public sector,Public sector,Public sector
805,Public sector,Public sector,Public sector,Public sector
709,Public sector,Public sector,Public sector,Public sector
693,Public sector,Public sector,Public sector,Public sector
834,Public sector,Public sector,Public sector,Public sector
1642,Private sector,Private sector,Public sector,Public sector
64,Public sector,Public sector,Public sector,Public sector
514,Public sector,Public sector,Public sector,Public sector
1798,Don't know,Don't know,Private sector,Private sector
111,Public sector,Public sector,Public sector,Public sector
1404,Public sector,Public sector,Public sector,Public sector
1779,Don't know,Don't know,Private sector,Private sector
1031,Public sector,Public sector,Public sector,Public sector
590,Public sector,Public sector,Public sector,Public sector
1514,Public sector,Public sector,Public sector,Public sector
1757,Don't know,Don't know,Private sector,Private sector
873,Public sector,Public sector,Public sector,Public sector
458,Public sector,Public sector,Public sector,Public sector
583,Public sector,Public sector,Public sector,Public sector
1770,Don't know,Don't know,Private sector,Private sector
152,Public sector,Public sector,Public sector,Public sector
414,Public sector,Public sector,Public sector,Public sector
734,Public sector,Public sector,Public sector,Public sector
435,Public sector,Public sector,Public sector,Public sector
1620,Private sector,Private sector,Public sector,Public sector
30,Public sector,Public sector,Public sector,Public sector
1324,Public sector,Public sector,Public sector,Public sector
48,Public sector,Public sector,Public sector,Public sector
1401,Public sector,Public sector,Public sector,Public sector
1777,Don't know,Don't know,Private sector,Private sector
313,Public sector,Public sector,Public sector,Public sector
1473,Public sector,Public sector,Public sector,Public sector
566,Public sector,Public sector,Public sector,Public sector
1007,Public sector,Public sector,Public sector,Public sector
882,Public sector,Public sector,Public sector,Public sector
1601,Private sector,Public sector,Public sector,Public sector
1076,Public sector,Public sector,Public sector,Public sector
639,Public sector,Public sector,Public sector,Public sector
297,Public sector,Public sector,Public sector,Public sector
1789,Don't know,Don't know,Private sector,Private sector
1229,Public sector,Public sector,Public sector,Public sector
1463,Public sector,Public sector,Public sector,Public sector
1380,Public sector,Public sector,Public sector,Public sector
1607,Private sector,Public sector,Public sector,Public sector
642,Public sector,Public sector,Public sector,Public sector
455,Public sector,Public sector,Public sector,Public sector
836,Public sector,Public sector,Public sector,Public sector
1069,Public sector,Public sector,Public sector,Public sector
954,Public sector,Public sector,Public sector,Public sector
1139,Public sector,Public sector,Public sector,Public sector
813,Public sector,Public sector,Public sector,Public sector
1804,Don't know,Don't know,Don't know,Don't know
860,Public sector,Public sector,Public sector,Public sector
1823,Don't know,Don't know,Don't know,Don't know
384,Public sector,Public sector,Public sector,Public sector
1416,Public sector,Public sector,Public sector,Public sector
977,Public sector,Public sector,Public sector,Public sector
753,Public sector,Public sector,Public sector,Public sector
1264,Public sector,Public sector,Public sector,Public sector
888,Public sector,Public sector,Public sector,Public sector
519,Public sector,Public sector,Public sector,Public sector
1839,Don't know,Don't know,Don't know,Don't know
683,Public sector,Public sector,Public sector,Public sector
1513,Public sector,Public sector,Public sector,Public sector
236,Public sector,Public sector,Public sector,Public sector
401,Public sector,Public sector,Public sector,Public sector
568,Public sector,Public sector,Public sector,Public sector
168,Public sector,Public sector,Public sector,Public sector
1541,Public sector,Public sector,Public sector,Public sector
1210,Public sector,Public sector,Public sector,Public sector
1086,Public sector,Public sector,Public sector,Public sector
193,Public sector,Public sector,Public sector,Public sector
718,Public sector,Public sector,Public sector,Public sector
1775,Don't know,Don't know,Private sector,Private sector
914,Public sector,Public sector,Public sector,Public sector
1074,Public sector,Public sector,Public sector,Public sector
818,Public sector,Public sector,Public sector,Public sector
1488,Public sector,Public sector,Public sector,Public sector
220,Public sector,Public sector,Public sector,Public sector
1441,Public sector,Public sector,Public sector,Public sector
827,Public sector,Public sector,Public sector,Public sector
268,Public sector,Public sector,Public sector,Public sector
42,Public sector,Public sector,Public sector,Public sector
904,Public sector,Public sector,Public sector,Public sector
322,Public sector,Public sector,Public sector,Public sector
1287,Public sector,Public sector,Public sector,Public sector
1342,Public sector,Public sector,Public sector,Public sector
430,Public sector,Public sector,Public sector,Public sector
1376,Public sector,Public sector,Public sector,Public sector
648,Public sector,Public sector,Public sector,Public sector
290,Public sector,Public sector,Public sector,Public sector
532,Public sector,Public sector,Public sector,Public sector
808,Public sector,Public sector,Public sector,Public sector
892,Public sector,Public sector,Public sector,Public sector
1661,Private sector,Private sector,Public sector,Public sector
1659,Private sector,Private sector,Public sector,Public sector
1199,Public sector,Public sector,Public sector,Public sector
51,Public sector,Public sector,Public sector,Public sector
432,Public sector,Public sector,Public sector,Public sector
874,Public sector,Public sector,Public sector,Public sector
1438,Public sector,Public sector,Public sector,Public sector
402,Public sector,Public sector,Public sector,Public sector
484,Public sector,Public sector,Public sector,Public sector
1049,Public sector,Public sector,Public sector,Public sector
1797,Don't know,Don't know,Private sector,Private sector
605,Public sector,Public sector,Public sector,Public sector
1356,Public sector,Public sector,Public sector,Public sector
349,Public sector,Public sector,Public sector,Public sector
1187,Public sector,Public sector,Public sector,Public sector
629,Public sector,Public sector,Public sector,Public sector
422,Public sector,Public sector,Public sector,Public sector
1816,Don't know,Don't know,Don't know,Don't know
604,Public sector,Public sector,Public sector,Public sector
178,Public sector,Public sector,Public sector,Public sector
802,Public sector,Public sector,Public sector,Public sector
1539,Public sector,Public sector,Public sector,Public sector
1015,Public sector,Public sector,Public sector,Public sector
1390,Public sector,Public sector,Public sector,Public sector
814,Public sector,Public sector,Public sector,Public sector
593,Public sector,Public sector,Public sector,Public sector
767,Public sector,Public sector,Public sector,Public sector
76,Public sector,Public sector,Public sector,Public sector
1595,Private sector,Public sector,Public sector,Public sector
129,Public sector,Public sector,Public sector,Public sector
1112,Public sector,Public sector,Public sector,Public sector
1040,Public sector,Public sector,Public sector,Public sector
927,Public sector,Public sector,Public sector,Public sector
134,Public sector,Public sector,Public sector,Public sector
596,Public sector,Public sector,Public sector,Public sector
1350,Public sector,Public sector,Public sector,Public sector
759,Public sector,Public sector,Public sector,Public sector
961,Public sector,Public sector,Public sector,Public sector
232,Public sector,Public sector,Public sector,Public sector
73,Public sector,Public sector,Public sector,Public sector
320,Public sector,Public sector,Public sector,Public sector
720,Public sector,Public sector,Public sector,Public sector
381,Public sector,Public sector,Public sector,Public sector
377,Public sector,Public sector,Public sector,Public sector
1123,Public sector,Public sector,Public sector,Public sector
713,Public sector,Public sector,Public sector,Public sector
324,Public sector,Public sector,Public sector,Public sector
233,Public sector,Public sector,Public sector,Public sector
227,Public sector,Public sector,Public sector,Public sector
821,Public sector,Public sector,Public sector,Public sector
1156,Public sector,Public sector,Public sector,Public sector
1509,Public sector,Public sector,Public sector,Public sector
1695,Private sector,Private sector,Public sector,Public sector
1813,Don't know,Don't know,Don't know,Don't know
1431,Public sector,Public sector,Public sector,Public sector
1615,Private sector,Public sector,Public sector,Public sector
579,Public sector,Public sector,Public sector,Public sector
1822,Don't know,Don't know,Don't know,Don't know
847,Public sector,Public sector,Public sector,Public sector
1443,Public sector,Public sector,Public sector,Public sector
1291,Public sector,Public sector,Public sector,Public sector
256,Public sector,Public sector,Public sector,Public sector
252,Public sector,Public sector,Public sector,Public sector
923,Public sector,Public sector,Public sector,Public sector
1613,Private sector,Public sector,Public sector,Public sector
1743,Don't know,Don't know,Public sector,Public sector
1282,Public sector,Public sector,Public sector,Public sector
1130,Public sector,Public sector,Public sector,Public sector
83,Public sector,Public sector,Public sector,Public sector
879,Public sector,Public sector,Public sector,Public sector
362,Public sector,Public sector,Public sector,Public sector
1812,Don't know,Don't know,Don't know,Don't know
1588,Private sector,Public sector,Public sector,Public sector
1828,Don't know,Don't know,Don't know,Don't know
1636,Private sector,Private sector,Public sector,Public sector
104,Public sector,Public sector,Public sector,Public sector
115,Public sector,Public sector,Public sector,Public sector
1650,Private sector,Private sector,Public sector,Public sector
99,Public sector,Public sector,Public sector,Public sector
521,Public sector,Public sector,Public sector,Public sector
33,Public sector,Public sector,Public sector,Public sector
337,Public sector,Public sector,Public sector,Public sector
1857,Don't know,Don't know,Don't know,Don't know
428,Public sector,Public sector,Public sector,Public sector
505,Public sector,Public sector,Public sector,Public sector
1224,Public sector,Public sector,Public sector,Public sector
1204,Public sector,Public sector,Public sector,Public sector
1277,Public sector,Public sector,Public sector,Public sector
1299,Public sector,Public sector,Public sector,Public sector
80,Public sector,Public sector,Public sector,Public sector
502,Public sector,Public sector,Public sector,Public sector
1605,Private sector,Public sector,Public sector,Public sector
989,Public sector,Public sector,Public sector,Public sector
242,Public sector,Public sector,Public sector,Public sector
1300,Public sector,Public sector,Public sector,Public sector
594,Public sector,Public sector,Public sector,Public sector
483,Public sector,Public sector,Public sector,Public sector
472,Public sector,Public sector,Public sector,Public sector
1280,Public sector,Public sector,Public sector,Public sector
1610,Private sector,Public sector,Public sector,Public sector
378,Public sector,Public sector,Public sector,Public sector
1149,Public sector,Public sector,Public sector,Public sector
960,Public sector,Public sector,Public sector,Public sector
78,Public sector,Public sector,Public sector,Public sector
1016,Public sector,Public sector,Public sector,Public sector
253,Public sector,Public sector,Public sector,Public sector
329,Public sector,Public sector,Public sector,Public sector
403,Public sector,Public sector,Public sector,Public sector
1304,Public sector,Public sector,Public sector,Public sector
1766,Don't know,Don't know,Private sector,Private sector
1122,Public sector,Public sector,Public sector,Public sector
544,Public sector,Public sector,Public sector,Public sector
1496,Public sector,Public sector,Public sector,Public sector
355,Public sector,Public sector,Public sector,Public sector
1805,Don't know,Don't know,Don't know,Don't know
550,Public sector,Public sector,Public sector,Public sector
1707,Private sector,Private sector,Public sector,Public sector
77,Public sector,Public sector,Public sector,Public sector
1196,Public sector,Public sector,Public sector,Public sector
706,Public sector,Public sector,Public sector,Public sector
1703,Private sector,Private sector,Public sector,Public sector
714,Public sector,Public sector,Public sector,Public sector
1307,Public sector,Public sector,Public sector,Public sector
1002,Public sector,Public sector,Public sector,Public sector
968,Public sector,Public sector,Public sector,Public sector
1843,Don't know,Don't know,Don't know,Don't know
1182,Public sector,Public sector,Public sector,Public sector
1247,Public sector,Public sector,Public sector,Public sector
1384,Public sector,Public sector,Public sector,Public sector
291,Public sector,Public sector,Public sector,Public sector
624,Public sector,Public sector,Public sector,Public sector
686,Public sector,Public sector,Public sector,Public sector
712,Public sector,Public sector,Public sector,Public sector
1020,Public sector,Public sector,Public sector,Public sector
1849,Don't know,Don't know,Don't know,Don't know
1608,Private sector,Public sector,Public sector,Public sector
196,Public sector,Public sector,Public sector,Public sector
1197,Public sector,Public sector,Public sector,Public sector
151,Public sector,Public sector,Public sector,Public sector
799,Public sector,Public sector,Public sector,Public sector
1511,Public sector,Public sector,Public sector,Public sector
38,Public sector,Public sector,Public sector,Public sector
1253,Public sector,Public sector,Public sector,Public sector
113,Public sector,Public sector,Public sector,Public sector
1772,Don't know,Don't know,Private sector,Private sector
1266,Public sector,Public sector,Public sector,Public sector
1719,Don't know,Private sector,Public sector,Public sector
1083,Public sector,Public sector,Public sector,Public sector
310,Public sector,Public sector,Public sector,Public sector
1297,Public sector,Public sector,Public sector,Public sector
997,Public sector,Public sector,Public sector,Public sector
1824,Don't know,Don't know,Don't know,Don't know
351,Public sector,Public sector,Public sector,Public sector
1837,Don't know,Don't know,Don't know,Don't know
1785,Don't know,Don't know,Private sector,Private sector
1552,Public sector,Public sector,Public sector,Public sector
1831,Don't know,Don't know,Don't know,Don't know
907,Public sector,Public sector,Public sector,Public sector
304,Public sector,Public sector,Public sector,Public sector
317,Public sector,Public sector,Public sector,Public sector
749,Public sector,Public sector,Public sector,Public sector
1737,Don't know,Don't know,Public sector,Public sector
862,Public sector,Public sector,Public sector,Public sector
794,Public sector,Public sector,Public sector,Public sector
1575,Public sector,Public sector,Public sector,Public sector
385,Public sector,Public sector,Public sector,Public sector
1227,Public sector,Public sector,Public sector,Public sector
845,Public sector,Public sector,Public sector,Public sector
1735,Don't know,Don't know,Public sector,Public sector
785,Public sector,Public sector,Public sector,Public sector
850,Public sector,Public sector,Public sector,Public sector
1034,Public sector,Public sector,Public sector,Public sector
87,Public sector,Public sector,Public sector,Public sector
1353,Public sector,Public sector,Public sector,Public sector
1567,Public sector,Public sector,Public sector,Public sector
120,Public sector,Public sector,Public sector,Public sector
1195,Public sector,Public sector,Public sector,Public sector
915,Public sector,Public sector,Public sector,Public sector
1784,Don't know,Don't know,Private sector,Private sector
531,Public sector,Public sector,Public sector,Public sector
1838,Don't know,Don't know,Don't know,Don't know
1325,Public sector,Public sector,Public sector,Public sector
738,Public sector,Public sector,Public sector,Public sector
1092,Public sector,Public sector,Public sector,Public sector
1052,Public sector,Public sector,Public sector,Public sector
1808,Don't know,Don't know,Don't know,Don't know
536,Public sector,Public sector,Public sector,Public sector
509,Public sector,Public sector,Public sector,Public sector
22,Public sector,Public sector,Public sector,Public sector
1360,Public sector,Public sector,Public sector,Public sector
84,Public sector,Public sector,Public sector,Public sector
1326,Public sector,Public sector,Public sector,Public sector
1433,Public sector,Public sector,Public sector,Public sector
1627,Private sector,Private sector,Public sector,Public sector
1306,Public sector,Public sector,Public sector,Public sector
985,Public sector,Public sector,Public sector,Public sector
995,Public sector,Public sector,Public sector,Public sector
94,Public sector,Public sector,Public sector,Public sector
863,Public sector,Public sector,Public sector,Public sector
72,Public sector,Public sector,Public sector,Public sector
747,Public sector,Public sector,Public sector,Public sector
16,Public sector,Public sector,Public sector,Public sector
1339,Public sector,Public sector,Public sector,Public sector
662,Public sector,Public sector,Public sector,Public sector
1619,Private sector,Private sector,Public sector,Public sector
397,Public sector,Public sector,Public sector,Public sector
880,Public sector,Public sector,Public sector,Public sector
656,Public sector,Public sector,Public sector,Public sector
1120,Public sector,Public sector,Public sector,Public sector
1648,Private sector,Private sector,Public sector,Public sector
832,Public sector,Public sector,Public sector,Public sector
1590,Private sector,Public sector,Public sector,Public sector
750,Public sector,Public sector,Public sector,Public sector
1593,Private sector,Public sector,Public sector,Public sector
1413,Public sector,Public sector,Public sector,Public sector
871,Public sector,Public sector,Public sector,Public sector
825,Public sector,Public sector,Public sector,Public sector
117,Public sector,Public sector,Public sector,Public sector
1510,Public sector,Public sector,Public sector,Public sector
1854,Don't know,Don't know,Don't know,Don't know
1733,Don't know,Don't know,Public sector,Public sector
243,Public sector,Public sector,Public sector,Public sector
1581,Private sector,Public sector,Public sector,Public sector
1475,Public sector,Public sector,Public sector,Public sector
1644,Private sector,Private sector,Public sector,Public sector
1397,Public sector,Public sector,Public sector,Public sector
468,Public sector,Public sector,Public sector,Public sector
1278,Public sector,Public sector,Public sector,Public sector
846,Public sector,Public sector,Public sector,Public sector
246,Public sector,Public sector,Public sector,Public sector
180,Public sector,Public sector,Public sector,Public sector
1725,Don't know,Private sector,Public sector,Public sector
1617,Private sector,Private sector,Public sector,Public sector
983,Public sector,Public sector,Public sector,Public sector
75,Public sector,Public sector,Public sector,Public sector
110,Public sector,Public sector,Public sector,Public sector
1019,Public sector,Public sector,Public sector,Public sector
267,Public sector,Public sector,Public sector,Public sector
1714,Don't know,Private sector,Public sector,Public sector
119,Public sector,Public sector,Public sector,Public sector
935,Public sector,Public sector,Public sector,Public sector
1157,Public sector,Public sector,Public sector,Public sector
1026,Public sector,Public sector,Public sector,Public sector
975,Public sector,Public sector,Public sector,Public sector
1279,Public sector,Public sector,Public sector,Public sector
20,Public sector,Public sector,Public sector,Public sector
21,Public sector,Public sector,Public sector,Public sector
1802,Don't know,Don't know,Private sector,Private sector
798,Public sector,Public sector,Public sector,Public sector
507,Public sector,Public sector,Public sector,Public sector
29,Public sector,Public sector,Public sector,Public sector
1628,Private sector,Private sector,Public sector,Public sector
316,Public sector,Public sector,Public sector,Public sector
797,Public sector,Public sector,Public sector,Public sector
942,Public sector,Public sector,Public sector,Public sector
1215,Public sector,Public sector,Public sector,Public sector
745,Public sector,Public sector,Public sector,Public sector
852,Public sector,Public sector,Public sector,Public sector
433,Public sector,Public sector,Public sector,Public sector
817,Public sector,Public sector,Public sector,Public sector
1484,Public sector,Public sector,Public sector,Public sector
858,Public sector,Public sector,Public sector,Public sector
675,Public sector,Public sector,Public sector,Public sector
1045,Public sector,Public sector,Public sector,Public sector
159,Public sector,Public sector,Public sector,Public sector
764,Public sector,Public sector,Public sector,Public sector
628,Public sector,Public sector,Public sector,Public sector
1059,Public sector,Public sector,Public sector,Public sector
978,Public sector,Public sector,Public sector,Public sector
1071,Public sector,Public sector,Public sector,Public sector
1223,Public sector,Public sector,Public sector,Public sector
948,Public sector,Public sector,Public sector,Public sector
