season,title,year,month,day,av_rating,genre_1,genre_2,genre_3
7,Cold Case,2010,5,2,8.6,Crime,Drama,Mystery
1,Collateral,2018,2,28,7.2418,Crime,Drama,Mystery
1,Colony,2016,2,14,8.204,Action,Adventure,Drama
2,Colony,2017,2,23,8.2788,Action,Adventure,Drama
3,Colony,2018,6,13,8.3492,Action,Adventure,Drama
9,Columbo,1990,3,2,7.3775,Crime,Drama,Mystery
10,Columbo,1991,2,18,7.4214,Crime,Drama,Mystery
11,Columbo,1992,5,7,6.9367,Crime,Drama,Mystery
12,Columbo,1994,1,23,7.3355,Crime,Drama,Mystery
13,Columbo,1999,2,25,7.1983,Crime,Drama,Mystery
1,Coma,2012,9,3,5.9816,Drama,Mystery,Sci-Fi
1,Complications,2015,6,18,8.4,Crime,Drama,Thriller
1,Condor,2018,7,11,8.0051,Action,Drama,Thriller
1,Constantine,2014,12,15,8.2636,Drama,Fantasy,Horror
1,Containment,2016,6,3,8.1607,Drama,NA,NA
1,Conviction,2016,11,25,7.8225,Drama,NA,NA
1,Copper,2012,9,19,7.66,Action,Drama,NA
2,Copper,2013,6,23,8,Action,Drama,NA
1,Counterpart,2018,2,18,8.3969,Drama,Sci-Fi,Thriller
1,Covert Affairs,2010,8,16,7.7118,Action,Crime,Drama
2,Covert Affairs,2011,8,27,7.9109,Action,Crime,Drama
3,Covert Affairs,2012,9,13,8.2638,Action,Crime,Drama
4,Covert Affairs,2013,9,15,8.3539,Action,Crime,Drama
5,Covert Affairs,2014,8,23,8.2527,Action,Crime,Drama
1,Criminal Minds,2006,1,6,7.1505,Crime,Drama,Mystery
2,Criminal Minds,2007,1,2,7.3645,Crime,Drama,Mystery
3,Criminal Minds,2008,1,9,7.2622,Crime,Drama,Mystery
4,Criminal Minds,2009,1,20,7.2227,Crime,Drama,Mystery
5,Criminal Minds,2010,1,14,7.029,Crime,Drama,Mystery
6,Criminal Minds,2011,1,13,6.9783,Crime,Drama,Mystery
7,Criminal Minds,2012,1,20,6.95,Crime,Drama,Mystery
8,Criminal Minds,2013,1,21,6.9653,Crime,Drama,Mystery
9,Criminal Minds,2014,1,12,6.9501,Crime,Drama,Mystery
10,Criminal Minds,2015,1,14,6.8802,Crime,Drama,Mystery
11,Criminal Minds,2016,1,9,6.7903,Crime,Drama,Mystery
12,Criminal Minds,2017,1,21,7.0573,Crime,Drama,Mystery
13,Criminal Minds,2018,1,10,7.4787,Crime,Drama,Mystery
14,Criminal Minds,2018,10,3,9,Crime,Drama,Mystery
1,Criminal Minds: Beyond Borders,2016,4,12,6.6454,Crime,Drama,Mystery
2,Criminal Minds: Beyond Borders,2017,4,7,7.2422,Crime,Drama,Mystery
1,Criminal Minds: Suspect Behavior,2011,4,3,7.7139,Crime,Drama,Mystery
1,Crisis,2014,5,3,8.05,Action,Drama,Thriller
1,Crossbones,2014,7,5,7.5589,Adventure,Drama,NA
1,Crossing Jordan,2001,10,20,7.7185,Crime,Drama,Mystery
4,Crossing Jordan,2004,11,14,8.8,Crime,Drama,Mystery
5,Crossing Jordan,2005,11,27,8.5,Crime,Drama,Mystery
1,Crusade,1999,7,4,7.1831,Action,Adventure,Drama
1,Cult,2013,2,19,7.0164,Drama,Mystery,Thriller
1,Da Vinci's Demons,2013,5,8,8.3328,Adventure,Biography,Drama
2,Da Vinci's Demons,2014,4,23,8.6821,Adventure,Biography,Drama
3,Da Vinci's Demons,2015,10,24,8.0721,Adventure,Biography,Drama
1,Dallas,2012,7,8,8.1986,Drama,Romance,NA
2,Dallas,2013,2,19,8.439,Drama,Romance,NA
3,Dallas,2014,5,14,8.7194,Drama,Romance,NA
1,Damages,2007,9,7,8.3947,Crime,Drama,Mystery
2,Damages,2009,2,19,8.3601,Crime,Drama,Mystery
3,Damages,2010,3,8,8.18,Crime,Drama,Mystery
4,Damages,2011,8,12,8.0621,Crime,Drama,Mystery
5,Damages,2012,8,16,8.4696,Crime,Drama,Mystery
1,Damien,2016,4,7,8.0055,Drama,Horror,NA
1,Damnation,2017,12,14,8.1678,Crime,Drama,Western
1,Dante's Cove,2005,10,7,6.5,Drama,Horror,Mystery
1,Daredevil,2015,4,10,8.903,Action,Crime,Drama
2,Daredevil,2016,3,18,9.0946,Action,Crime,Drama
1,Daria,1997,5,8,8.086,Animation,Comedy,Drama
2,Daria,1998,5,12,8.2167,Animation,Comedy,Drama
3,Daria,1999,5,7,7.8758,Animation,Comedy,Drama
4,Daria,2000,5,26,8.0735,Animation,Comedy,Drama
5,Daria,2001,4,1,8.3472,Animation,Comedy,Drama
1,Dark Angel,2001,1,30,7.4536,Action,Drama,Mystery
2,Dark Angel,2002,1,27,7.6823,Action,Drama,Mystery
1,Dark Blue,2009,7,15,7.8,Action,Crime,Drama
1,Dawson's Creek,1998,4,4,7.916,Drama,Romance,NA
2,Dawson's Creek,1999,1,24,7.8589,Drama,Romance,NA
3,Dawson's Creek,2000,1,18,7.849,Drama,Romance,NA
4,Dawson's Creek,2001,1,22,7.7711,Drama,Romance,NA
6,Dawson's Creek,2003,3,17,8.256,Drama,Romance,NA
1,Day Break,2007,1,3,7.9389,Action,Drama,Sci-Fi
1,Dead Like Me,2003,8,13,8.1508,Comedy,Drama,Fantasy
2,Dead Like Me,2004,9,12,8.3786,Comedy,Drama,Fantasy
1,Dead Set,2008,10,29,7.6048,Comedy,Drama,Horror
1,Dead of Summer,2016,7,29,7.6195,Drama,Fantasy,Horror
1,Deadwood,2004,4,29,8.4828,Crime,Drama,History
2,Deadwood,2005,4,13,8.6125,Crime,Drama,History
3,Deadwood,2006,7,19,8.6259,Crime,Drama,History
1,Dear White People,2017,4,28,6.0591,Comedy,Drama,NA
2,Dear White People,2018,5,4,5.4038,Comedy,Drama,NA
1,Death Comes to Pemberley,2014,4,7,7.2867,Drama,Mystery,Romance
1,Death Note,2007,2,13,7.0226,Animation,Crime,Drama
1,Death in Paradise,2011,11,18,7.7066,Crime,Drama,Mystery
2,Death in Paradise,2013,1,30,7.9139,Crime,Drama,Mystery
3,Death in Paradise,2014,2,7,7.7386,Crime,Drama,Mystery
4,Death in Paradise,2015,2,1,7.7028,Crime,Drama,Mystery
5,Death in Paradise,2016,1,31,7.7663,Crime,Drama,Mystery
6,Death in Paradise,2017,1,29,7.8847,Crime,Drama,Mystery
7,Death in Paradise,2018,1,27,7.701,Crime,Drama,Mystery
1,Deception,2013,1,7,7,Crime,Drama,Mystery
1,Deception,2018,4,22,8.1843,Crime,Drama,Mystery
1,Defiance,2013,5,23,7.5458,Action,Drama,Sci-Fi
2,Defiance,2014,7,28,7.9473,Action,Drama,Sci-Fi
3,Defiance,2015,7,17,8.216,Action,Drama,Sci-Fi
1,Defying Gravity,2009,9,16,7.582,Drama,Sci-Fi,NA
1,Dekalog,1990,4,13,8.2218,Drama,NA,NA
1,Designated Survivor,2017,1,25,7.886,Action,Drama,Mystery
2,Designated Survivor,2018,1,16,7.2162,Action,Drama,Mystery
1,Desperate Housewives,2005,1,22,8.2361,Comedy,Drama,Mystery
2,Desperate Housewives,2006,1,22,8.1469,Comedy,Drama,Mystery
3,Desperate Housewives,2007,1,15,8.463,Comedy,Drama,Mystery
4,Desperate Housewives,2008,1,18,8.5066,Comedy,Drama,Mystery
5,Desperate Housewives,2009,1,23,8.3822,Comedy,Drama,Mystery
6,Desperate Housewives,2010,1,13,8.1172,Comedy,Drama,Mystery
7,Desperate Housewives,2011,1,17,8.1531,Comedy,Drama,Mystery
8,Desperate Housewives,2012,1,18,8.226,Comedy,Drama,Mystery
1,Devious Maids,2013,8,5,8.308,Comedy,Drama,Mystery
2,Devious Maids,2014,6,1,8.3504,Comedy,Drama,Mystery
3,Devious Maids,2015,7,13,8.6202,Comedy,Drama,Mystery
4,Devious Maids,2016,6,30,8.8316,Comedy,Drama,Mystery
1,Dexter,2006,11,8,8.9229,Crime,Drama,Mystery
2,Dexter,2007,11,7,8.9288,Crime,Drama,Mystery
3,Dexter,2008,11,5,8.6281,Crime,Drama,Mystery
4,Dexter,2009,11,4,9.1477,Crime,Drama,Mystery
5,Dexter,2010,11,3,8.7322,Crime,Drama,Mystery
6,Dexter,2011,11,9,8.4439,Crime,Drama,Mystery
7,Dexter,2012,11,7,8.9068,Crime,Drama,Mystery
8,Dexter,2013,8,9,6.9488,Crime,Drama,Mystery
7,Diagnosis Murder,2000,2,10,4.1,Crime,Drama,Mystery
1,Diamond Geezer,2005,3,20,8,Action,Crime,Drama
1,Dietland,2018,6,7,7.1789,Comedy,Drama,NA
1,Dig,2015,4,5,7.9366,Drama,Mystery,Thriller
1,Dimension 404,2017,4,12,6.5279,Adventure,Comedy,Drama
1,Dirt,2007,2,13,7.9303,Drama,NA,NA
1,Dirty Sexy Money,2007,10,30,7.3579,Drama,NA,NA
2,Dirty Sexy Money,2008,10,11,7.3665,Drama,NA,NA
1,Divorce,2016,11,18,7.5212,Comedy,Drama,NA
1,Do No Harm,2013,1,31,7.3,Drama,NA,NA
1,Doc,2001,3,11,6.8,Drama,Family,Romance
1,Doctor Thorne,2016,5,20,7.2,Drama,NA,NA
1,Doctor Who,2006,4,22,8.1082,Adventure,Drama,Family
2,Doctor Who,2006,11,6,8.0744,Adventure,Drama,Family
3,Doctor Who,2007,5,26,8.4135,Adventure,Drama,Family
4,Doctor Who,2008,6,3,8.4946,Adventure,Drama,Family
5,Doctor Who,2010,5,20,8.3283,Adventure,Drama,Family
6,Doctor Who,2011,6,25,8.2744,Adventure,Drama,Family
7,Doctor Who,2012,12,30,7.9833,Adventure,Drama,Family
8,Doctor Who,2014,9,30,7.8951,Adventure,Drama,Family
9,Doctor Who,2015,10,9,8.366,Adventure,Drama,Family
10,Doctor Who,2017,5,12,7.9045,Adventure,Drama,Family
11,Doctor Who,2018,5,17,7.6999,Adventure,Drama,Family
1,Dollhouse,2009,4,13,8.1103,Drama,Mystery,Sci-Fi
2,Dollhouse,2009,11,29,8.4045,Drama,Mystery,Sci-Fi
1,Dominion,2014,7,13,7.8745,Action,Drama,Fantasy
2,Dominion,2015,8,20,8.2729,Action,Drama,Fantasy
1,Doubt,2017,6,30,2.7039,Drama,NA,NA
1,Downton Abbey,2011,1,18,8.5187,Drama,Romance,NA
2,Downton Abbey,2012,1,28,8.5522,Drama,Romance,NA
3,Downton Abbey,2013,1,26,8.4051,Drama,Romance,NA
4,Downton Abbey,2014,1,26,8.207,Drama,Romance,NA
5,Downton Abbey,2015,2,1,8.4253,Drama,Romance,NA
6,Downton Abbey,2015,11,22,8.7084,Drama,Romance,NA
1,"Dr. Quinn, Medicine Woman",1993,1,1,7.8,Drama,Family,Western
1,Dracula,2013,12,8,8.0942,Drama,Horror,Romance
1,Drop Dead Diva,2009,8,22,7.861,Comedy,Drama,NA
3,Drop Dead Diva,2011,6,19,8.1898,Comedy,Drama,NA
4,Drop Dead Diva,2012,6,6,7.8,Comedy,Drama,NA
5,Drop Dead Diva,2013,6,23,8.5,Comedy,Drama,NA
1,Dune,2000,12,4,7.0902,Adventure,Drama,Fantasy
1,Dynasty,2018,1,5,8.6317,Drama,NA,NA
1,ER,1995,1,9,7.9252,Drama,Romance,NA
2,ER,1996,1,11,7.7742000000000004,Drama,Romance,NA
3,ER,1997,1,15,7.7301,Drama,Romance,NA
4,ER,1998,1,15,7.7973,Drama,Romance,NA
5,ER,1999,1,14,7.8334,Drama,Romance,NA
6,ER,2000,1,21,7.8549,Drama,Romance,NA
7,ER,2001,1,22,7.8439,Drama,Romance,NA
8,ER,2002,1,12,7.7852,Drama,Romance,NA
9,ER,2003,1,11,7.7735,Drama,Romance,NA
10,ER,2004,1,13,7.8932,Drama,Romance,NA
11,ER,2005,1,18,7.7911,Drama,Romance,NA
12,ER,2006,1,7,7.7615,Drama,Romance,NA
13,ER,2007,1,11,7.7234,Drama,Romance,NA
14,ER,2007,12,24,7.7694,Drama,Romance,NA
15,ER,2009,1,1,7.7185,Drama,Romance,NA
1,EZ Streets,1996,10,27,8.9,Crime,Drama,Romance
1,Eastbound & Down,2009,3,4,8.1084,Comedy,Drama,Sport
2,Eastbound & Down,2010,10,16,8.1237,Comedy,Drama,Sport
3,Eastbound & Down,2012,3,16,8.1105,Comedy,Drama,Sport
4,Eastbound & Down,2013,10,23,8.5425,Comedy,Drama,Sport
1,Eastwick,2009,9,26,7.456,Drama,Fantasy,NA
1,Ed,2000,12,20,5.8,Comedy,Drama,NA
1,"Eerie, Indiana",1991,9,15,7.8,Adventure,Comedy,Drama
1,El Chapo,2017,5,7,8.0166,Crime,Drama,NA
2,El Chapo,2017,10,25,7.9875,Crime,Drama,NA
1,Elementary,2013,1,19,8.2943,Crime,Drama,Mystery
2,Elementary,2014,1,12,8.1906,Crime,Drama,Mystery
3,Elementary,2015,2,3,8.2303,Crime,Drama,Mystery
4,Elementary,2016,2,11,8.2231,Crime,Drama,Mystery
5,Elementary,2017,1,26,8.0232,Crime,Drama,Mystery
6,Elementary,2018,7,10,8.2116,Crime,Drama,Mystery
1,Eleventh Hour,2008,10,16,7.2063,Crime,Drama,Mystery
1,Eli Stone,2008,2,7,7.7413,Comedy,Drama,Fantasy
1,Elizabeth I,2006,4,24,7.9928,Biography,Drama,History
1,Emerald City,2017,1,28,8.0579,Adventure,Drama,Fantasy
1,Emma,2009,11,11,7.9446,Comedy,Drama,Romance
1,Empire,2015,2,13,8.3255,Drama,Music,NA
2,Empire,2016,1,8,8.1744,Drama,Music,NA
3,Empire,2017,1,26,7.5549,Drama,Music,NA
4,Empire,2017,11,1,8.0126,Drama,Music,NA
1,Enlightened,2011,11,10,7.694,Comedy,Drama,NA
2,Enlightened,2013,2,6,8.4743,Comedy,Drama,NA
1,Entourage,2004,8,12,8.111,Comedy,Drama,NA
2,Entourage,2005,7,20,8.5531,Comedy,Drama,NA
3,Entourage,2006,11,11,8.6245,Comedy,Drama,NA
4,Entourage,2007,7,25,8.4921,Comedy,Drama,NA
5,Entourage,2008,10,15,8.5783,Comedy,Drama,NA
6,Entourage,2009,8,21,8.3233,Comedy,Drama,NA
7,Entourage,2010,8,4,8.1566,Comedy,Drama,NA
8,Entourage,2011,8,17,8.2854,Comedy,Drama,NA
1,Erased,2016,2,15,8.5013,Animation,Drama,Fantasy
1,Eureka,2006,8,25,7.9565,Adventure,Comedy,Drama
2,Eureka,2007,8,21,7.841,Adventure,Comedy,Drama
3,Eureka,2009,5,5,7.9129,Adventure,Comedy,Drama
4,Eureka,2011,2,28,8.0644,Adventure,Comedy,Drama
5,Eureka,2012,6,3,8.3299,Adventure,Comedy,Drama
2,Everwood,2003,9,22,6.1,Drama,NA,NA
1,Extant,2014,8,14,7.291,Drama,Sci-Fi,Thriller
2,Extant,2015,8,5,7.4825,Drama,Sci-Fi,Thriller
1,Eye Candy,2015,2,12,8.3987,Crime,Drama,Mystery
1,F Is for Family,2015,12,18,7.9735,Animation,Comedy,Drama
2,F Is for Family,2017,5,30,8.1123,Animation,Comedy,Drama
1,FBI,2018,9,28,7.1153,Crime,Drama,Mystery
1,Fairly Legal,2011,1,23,7.8428,Comedy,Drama,NA
1,Faking It,2014,5,16,8.632,Comedy,Drama,Romance
2,Faking It,2015,3,21,8.7298,Comedy,Drama,Romance
3,Faking It,2016,3,22,8.3607,Comedy,Drama,Romance
1,Falling Skies,2011,7,13,7.4768,Action,Adventure,Drama
2,Falling Skies,2012,7,14,8.0411,Action,Adventure,Drama
3,Falling Skies,2013,7,4,7.9686,Action,Adventure,Drama
4,Falling Skies,2014,7,29,7.6965,Action,Adventure,Drama
5,Falling Skies,2015,7,29,7.5706,Action,Adventure,Drama
1,Falling Water,2016,11,10,7.5475,Drama,Mystery,Sci-Fi
1,Famous in Love,2017,4,19,8.2863,Drama,Romance,NA
1,Fargo,2014,5,16,9.094,Crime,Drama,Thriller
2,Fargo,2015,11,12,9.1114,Crime,Drama,Thriller
3,Fargo,2017,5,20,8.6596,Crime,Drama,Thriller
1,Farscape,1999,7,23,7.6435,Adventure,Drama,Sci-Fi
2,Farscape,2000,7,26,7.6777,Adventure,Drama,Sci-Fi
3,Farscape,2001,8,4,7.8073,Adventure,Drama,Sci-Fi
4,Farscape,2002,10,28,7.5873,Adventure,Drama,Sci-Fi
1,Fear the Walking Dead,2015,9,14,7.5791,Drama,Horror,Sci-Fi
2,Fear the Walking Dead,2016,7,12,7.2095,Drama,Horror,Sci-Fi
3,Fear the Walking Dead,2017,8,15,7.4823,Drama,Horror,Sci-Fi
4,Fear the Walking Dead,2018,7,8,7.4229,Drama,Horror,Sci-Fi
1,Fear the Walking Dead: Flight 462,2015,10,4,7.0896,Drama,Horror,Sci-Fi
1,Fearless,2017,6,12,7.9,Crime,Drama,Mystery
1,Feed the Beast,2016,6,17,7.8093,Crime,Drama,NA
1,Felicity,1998,9,29,8.3,Drama,Romance,NA
1,Feud,2017,3,31,8.8497,Biography,Drama,NA
1,Finding Carter,2014,8,3,7.5528,Drama,NA,NA
2,Finding Carter,2015,3,31,7.3,Drama,NA,NA
1,Firefly,2002,12,30,8.6716,Adventure,Drama,Sci-Fi
1,Flaked,2016,3,11,7.6796,Comedy,Drama,NA
2,Flaked,2017,6,2,7.6282,Comedy,Drama,NA
1,Flash Gordon,2007,8,17,4.8625,Action,Adventure,Drama
1,Flashforward,2010,1,29,8.1153,Drama,Mystery,Sci-Fi
1,Flesh and Bone,2015,11,6,8.4351,Drama,NA,NA
1,For The People,2018,3,27,7.5,Drama,NA,NA
1,Forever,2014,12,30,8.8899,Crime,Drama,Fantasy
1,Freaks and Geeks,2000,3,15,8.805,Comedy,Drama,NA
1,Frequency,2016,11,25,8.0335,Drama,Fantasy,Mystery
1,Friday Night Lights,2007,1,4,7.0093,Drama,Sport,NA
2,Friday Night Lights,2007,12,1,7.6077,Drama,Sport,NA
3,Friday Night Lights,2008,11,12,8.4095,Drama,Sport,NA
4,Friday Night Lights,2009,12,20,8.6724,Drama,Sport,NA
5,Friday Night Lights,2010,12,19,8.7262,Drama,Sport,NA
1,Friends from College,2017,7,14,6.8751,Comedy,Drama,NA
1,Fringe,2009,1,4,8.2275,Drama,Mystery,Sci-Fi
2,Fringe,2010,1,16,8.4464,Drama,Mystery,Sci-Fi
3,Fringe,2011,1,16,8.5189,Drama,Mystery,Sci-Fi
4,Fringe,2012,1,27,8.4401,Drama,Mystery,Sci-Fi
5,Fringe,2012,11,23,8.7508,Drama,Mystery,Sci-Fi
1,From the Earth to the Moon,1998,4,24,6.7856,Action,Drama,History
3,Full House,1990,1,7,7.371,Comedy,Drama,Family
4,Full House,1990,12,20,7.5753,Comedy,Drama,Family
5,Full House,1992,1,18,7.1779,Comedy,Drama,Family
6,Full House,1993,1,2,7.2591,Comedy,Drama,Family
7,Full House,1993,12,11,7.1325,Comedy,Drama,Family
8,Full House,1995,1,16,7.0448,Comedy,Drama,Family
1,GLOW,2017,6,23,8.0219,Comedy,Drama,Sport
2,GLOW,2018,6,29,8.5137,Comedy,Drama,Sport
1,Game of Silence,2016,4,28,8.0979,Drama,NA,NA
1,Game of Thrones,2011,5,18,9.1268,Action,Adventure,Drama
2,Game of Thrones,2012,5,2,9.0852,Action,Adventure,Drama
3,Game of Thrones,2013,5,2,9.2876,Action,Adventure,Drama
4,Game of Thrones,2014,5,9,9.4282,Action,Adventure,Drama
5,Game of Thrones,2015,5,13,9.1323,Action,Adventure,Drama
6,Game of Thrones,2016,5,25,9.4943,Action,Adventure,Drama
7,Game of Thrones,2017,8,6,9.3014,Action,Adventure,Drama
1,Gang Related,2014,7,3,8.5149,Action,Crime,Drama
1,Generation Kill,2008,8,3,8.5224,Drama,War,NA
1,Generation War,2013,3,18,8.163,Action,Drama,History
1,Genius,2017,5,26,8.3801,Biography,Drama,History
2,Genius,2018,5,20,7.6855,Biography,Drama,History
1,Ghost Wars,2017,11,5,7.4723,Drama,Fantasy,Horror
1,Ghost Whisperer,2006,1,3,7.5819,Drama,Fantasy,NA
2,Ghost Whisperer,2007,1,2,7.5037,Drama,Fantasy,NA
3,Ghost Whisperer,2008,1,6,7.5974,Drama,Fantasy,NA
4,Ghost Whisperer,2009,1,16,7.6091,Drama,Fantasy,NA
5,Ghost Whisperer,2010,1,8,7.8727,Drama,Fantasy,NA
1,Ghoul,2018,8,24,7.9,Drama,Fantasy,Horror
1,Gilmore Girls,2001,1,13,8.3601,Comedy,Drama,NA
2,Gilmore Girls,2002,1,20,8.3987,Comedy,Drama,NA
3,Gilmore Girls,2003,1,26,8.3926,Comedy,Drama,NA
4,Gilmore Girls,2004,1,14,8.4503,Comedy,Drama,NA
5,Gilmore Girls,2005,1,11,8.3792,Comedy,Drama,NA
6,Gilmore Girls,2006,1,8,8.2182,Comedy,Drama,NA
7,Gilmore Girls,2007,1,13,7.9985,Comedy,Drama,NA
1,Gilmore Girls: A Year in the Life,2016,11,25,8.3718,Comedy,Drama,NA
1,Girl Meets World,2014,10,19,8.2312,Comedy,Drama,Family
2,Girl Meets World,2015,8,30,8.3482,Comedy,Drama,Family
3,Girl Meets World,2016,9,11,8.2113,Comedy,Drama,Family
1,Girls,2012,5,16,7.3999,Comedy,Drama,NA
2,Girls,2013,2,13,7.4477,Comedy,Drama,NA
3,Girls,2014,2,13,7.4117,Comedy,Drama,NA
4,Girls,2015,2,16,7.3132,Comedy,Drama,NA
5,Girls,2016,3,22,7.9589,Comedy,Drama,NA
6,Girls,2017,3,15,7.7528,Comedy,Drama,NA
1,Glee,2010,1,5,8.6951,Comedy,Drama,Music
2,Glee,2011,1,20,8.6476,Comedy,Drama,Music
3,Glee,2012,1,29,8.6066,Comedy,Drama,Music
4,Glee,2013,1,14,8.2433,Comedy,Drama,Music
5,Glee,2014,2,2,8.4054,Comedy,Drama,Music
6,Glee,2015,2,13,8.6775,Comedy,Drama,Music
1,God Friended Me,2018,10,3,8.071,Comedy,Drama,NA
1,Godless,2017,11,22,8.4053,Drama,Western,NA
1,Goliath,2016,10,14,8.5282,Drama,NA,NA
2,Goliath,2018,6,15,7.4785,Drama,NA,NA
1,Gomorrah,2014,5,23,8.4043,Crime,Drama,Thriller
2,Gomorrah,2016,5,27,8.3611,Crime,Drama,Thriller
3,Gomorrah,2017,12,4,8.309,Crime,Drama,Thriller
1,Good Behavior,2016,12,13,8.4665,Crime,Drama,Mystery
2,Good Behavior,2017,11,15,8.5169,Crime,Drama,Mystery
1,Good Girls,2018,2,26,7.9,Comedy,Crime,Drama
1,Good Luck Charlie,2010,4,4,8.2,Comedy,Drama,Family
4,Good Luck Charlie,2014,2,16,8.6,Comedy,Drama,Family
1,Good Witch,2015,3,24,8.0314,Comedy,Drama,Fantasy
2,Good Witch,2015,10,24,8.4,Comedy,Drama,Fantasy
3,Good Witch,2016,10,22,8.4,Comedy,Drama,Fantasy
4,Good Witch,2017,10,22,7.5,Comedy,Drama,Fantasy
1,Gossip Girl,2007,12,28,7.6462,Drama,Romance,NA
2,Gossip Girl,2008,12,30,7.8331,Drama,Romance,NA
3,Gossip Girl,2010,1,8,7.6309,Drama,Romance,NA
4,Gossip Girl,2011,1,4,7.5314,Drama,Romance,NA
5,Gossip Girl,2012,1,18,7.3279,Drama,Romance,NA
6,Gossip Girl,2012,11,13,7.6584,Drama,Romance,NA
1,Gotham,2015,1,2,8.3012,Action,Crime,Drama
2,Gotham,2016,1,17,8.7267,Action,Crime,Drama
3,Gotham,2017,1,19,8.4649,Action,Crime,Drama
4,Gotham,2018,1,16,8.6719,Action,Crime,Drama
1,Graceland,2013,7,23,8.4502,Action,Crime,Drama
2,Graceland,2014,7,28,8.5502,Action,Crime,Drama
3,Graceland,2015,7,4,8.5176,Action,Crime,Drama
1,Greek,2007,7,25,7.4932,Comedy,Drama,NA
4,Greek,2011,3,7,9.4,Comedy,Drama,NA
1,Grey's Anatomy,2005,4,24,8.486,Drama,Romance,NA
2,Grey's Anatomy,2006,1,16,8.7868,Drama,Romance,NA
3,Grey's Anatomy,2007,1,18,8.3451,Drama,Romance,NA
4,Grey's Anatomy,2008,1,10,8.0167,Drama,Romance,NA
5,Grey's Anatomy,2009,1,15,8.9359,Drama,Romance,NA
6,Grey's Anatomy,2010,1,16,8.5097,Drama,Romance,NA
7,Grey's Anatomy,2011,1,9,7.3107,Drama,Romance,NA
8,Grey's Anatomy,2012,1,16,8.6265,Drama,Romance,NA
9,Grey's Anatomy,2013,1,23,8.2577,Drama,Romance,NA
10,Grey's Anatomy,2014,1,16,7.2621,Drama,Romance,NA
11,Grey's Anatomy,2015,1,31,7.3174,Drama,Romance,NA
12,Grey's Anatomy,2016,2,6,8.5268,Drama,Romance,NA
13,Grey's Anatomy,2017,1,23,7.5594,Drama,Romance,NA
14,Grey's Anatomy,2018,1,29,8.6014,Drama,Romance,NA
15,Grey's Anatomy,2018,9,29,8.2666,Drama,Romance,NA
1,Grimm,2012,2,11,8.2762,Drama,Fantasy,Horror
2,Grimm,2012,12,29,8.5517,Drama,Fantasy,Horror
3,Grimm,2014,2,1,8.7073,Drama,Fantasy,Horror
4,Grimm,2015,2,3,8.7208,Drama,Fantasy,Horror
5,Grimm,2016,2,21,8.5377,Drama,Fantasy,Horror
6,Grimm,2017,2,17,8.6292,Drama,Fantasy,Horror
1,Guilt,2016,6,13,7.6,Drama,NA,NA
1,Gunpowder,2017,11,29,7.5,Drama,History,NA
1,Gypsy,2017,6,30,7.6622,Drama,Thriller,NA
1,Halt and Catch Fire,2014,7,2,8.246,Drama,NA,NA
2,Halt and Catch Fire,2015,7,1,8.3179,Drama,NA,NA
3,Halt and Catch Fire,2016,9,16,8.4143,Drama,NA,NA
4,Halt and Catch Fire,2017,9,17,8.6686,Drama,NA,NA
1,Hand of God,2015,7,24,7.2763,Crime,Drama,NA
2,Hand of God,2017,3,10,8.1111,Crime,Drama,NA
1,Hannibal,2013,5,11,8.667,Crime,Drama,Horror
2,Hannibal,2014,4,11,9.2883,Crime,Drama,Horror
3,Hannibal,2015,7,17,9.052,Crime,Drama,Horror
1,Hap and Leonard,2016,3,17,7.9484,Crime,Drama,Thriller
2,Hap and Leonard,2017,4,3,8.2276,Crime,Drama,Thriller
1,Happyish,2015,4,29,6.9795,Comedy,Drama,NA
1,Harper's Island,2009,5,28,7.659,Drama,Horror,Mystery
1,Harrow,2018,3,9,7.8,Drama,NA,NA
1,Harry's Law,2011,1,20,7.7161,Comedy,Crime,Drama
1,Hart of Dixie,2012,1,11,7.9998,Comedy,Drama,Romance
2,Hart of Dixie,2013,1,13,8.0901,Comedy,Drama,Romance
3,Hart of Dixie,2014,2,2,8.0124,Comedy,Drama,Romance
4,Hart of Dixie,2015,2,11,8.723,Comedy,Drama,Romance
1,Haters Back Off!,2016,10,14,7.5318,Comedy,Drama,Romance
1,Hatfields & McCoys,2012,5,29,8.1617,Drama,History,Romance
1,Hawaii Five-0,2011,1,4,8.3425,Action,Crime,Drama
2,Hawaii Five-0,2011,12,31,8.4298,Action,Crime,Drama
3,Hawaii Five-0,2013,1,15,8.2003,Action,Crime,Drama
4,Hawaii Five-0,2014,1,8,8.3449,Action,Crime,Drama
5,Hawaii Five-0,2015,1,19,8.3125,Action,Crime,Drama
6,Hawaii Five-0,2016,1,22,8.1672,Action,Crime,Drama
7,Hawaii Five-0,2017,1,11,7.9759,Action,Crime,Drama
8,Hawaii Five-0,2018,1,21,7.6242,Action,Crime,Drama
9,Hawaii Five-0,2018,9,28,8.2,Action,Crime,Drama
1,Heartbeat,2016,3,28,8.1117,Comedy,Drama,Romance
1,Heartland,2007,10,17,8.158,Drama,Family,NA
4,Heartland,2011,1,16,8.6525,Drama,Family,NA
5,Heartland,2011,9,18,8.9,Drama,Family,NA
1,Hellcats,2010,9,8,7.5,Comedy,Drama,NA
1,Hercules: The Legendary Journeys,1995,2,27,7.2526,Action,Adventure,Drama
