title,year,gross_2013,budget_2013,roi,binary,clean_test
The Back-up Plan,2010,120465771,37388114,3.2220339062836922,PASS,ok
The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,558230080,165575935,3.3714445278536402,PASS,ok
The Conspirator,2010,29318280,26705796,1.0978246070628264,FAIL,dubious
The Crazies,2010,100498963,20296405,4.951564722915216,PASS,ok
The Debt,2010,83088784,21364637,3.889080071896377,PASS,ok
The Expendables,2010,396673685,87595011,4.528496320412586,FAIL,notalk
The Fighter,2010,238086869,11750550,20.26176383233125,FAIL,men
The Ghost Writer,2010,86605872,48070433,1.8016453481914756,FAIL,men
The Illusionist,2010,132098302,17625825,7.494588310050736,FAIL,nowomen
The Karate Kid,2010,572233889,42729274,13.392080778156915,FAIL,dubious
The Kids Are All Right,2010,60981974,4272927,14.27170976709876,PASS,ok
The Killer Inside Me,2010,4096192,13887014,0.29496564200194514,FAIL,notalk
The King's Speech,2010,608484743,16023478,37.97457349771379,PASS,ok
The Last Airbender,2010,482291794,160234776,3.009907125279721,FAIL,notalk
The Last Exorcism,2010,118787648,1922817,61.77792686459502,PASS,ok
The Losers,2010,53737884,26705796,2.012218021885586,FAIL,notalk
The Next Three Days,2010,94436573,32046955,2.9468189099401174,PASS,ok
The Other Guys,2010,309954357,106823184,2.9015644862261363,FAIL,nowomen
The Runaways,2010,9456314,10148202,0.9318216172677682,PASS,ok
The Social Network,2010,343847623,42729274,8.047120646140629,FAIL,notalk
The Sorcerer's Apprentice,2010,297291038,170917095,1.7393873795947679,FAIL,notalk
The Spy Next Door,2010,80427678,29910492,2.688945337308393,PASS,ok
The Switch,2010,82912876,20296405,4.085101573406719,FAIL,men
The Tempest,2010,593816,21364637,0.027794340713581982,PASS,ok
The Tourist,2010,369995479,106823184,3.4636252650922668,FAIL,nowomen
The Town,2010,261453100,39524578,6.614949816795008,FAIL,notalk
The Twilight Saga: Eclipse,2010,1068362627,72639765,14.707682864888122,PASS,ok
The Wolfman,2010,218799777,160234776,1.3654949472391686,FAIL,notalk
Tiny Furniture,2010,871488,53412,16.31633340822287,PASS,ok
Toy Story 3,2010,1579663150,213646368,7.393821691366174,FAIL,dubious
Tron Legacy,2010,608492124,213646368,2.848127631170402,FAIL,notalk
True Grit,2010,452417478,37388114,12.100569662326375,PASS,ok
Tucker and Dale vs Evil,2010,6089596,5341159,1.140126328386779,PASS,ok
Unstoppable,2010,268205830,101482025,2.642890009339092,FAIL,dubious
Valentine's Day,2010,350438778,55548056,6.308749634730692,PASS,ok
Wall Street: Money Never Sleeps,2010,202863887,74776229,2.7129462091488996,FAIL,dubious
Welcome to the Rileys,2010,497491,10682318,0.04657144638457683,PASS,ok
Wild Target,2010,233596,8545855,0.02733442119015593,FAIL,notalk
Winter's Bone,2010,24209397,2136464,11.33152582959507,PASS,ok
Womb,2010,NA,13887014,NA,PASS,ok
Yogi Bear,2010,323172529,85458547,3.78162910960796,FAIL,nowomen
You Again,2010,62535358,21364637,2.9270498721789657,PASS,ok
You Will Meet a Tall Dark Stranger,2010,40054028,16023478,2.499708739887807,PASS,ok
(500) Days of Summer,2009,101184304,8142987,12.425944435377337,FAIL,notalk
17 Again,2009,221100526,43429264,5.091049344055198,PASS,ok
2012,2009,1036353290,217146319,4.772603536512171,FAIL,notalk
9,2009,87194988,32571948,2.6769964142150786,FAIL,nowomen
A Perfect Getaway,2009,41617091,15200242,2.7379229225429436,FAIL,dubious
A Serious Man,2009,42983417,7600121,5.655622719690911,FAIL,men
A Single Man,2009,40517743,7600121,5.331197095414665,FAIL,notalk
Adam,2009,5543731,3474341,1.5956208673817567,FAIL,men
Adventureland,2009,36033315,10640170,3.3865356474567605,FAIL,men
Agora,2009,43007690,76001212,0.5658816335718435,FAIL,notalk
Ajami,2009,1350344,1085732,1.243717602502275,FAIL,men
All About Steve,2009,80333457,16285974,4.932677468354058,PASS,ok
An Education,2009,45847893,8142987,5.630353210683008,PASS,ok
Angels & Demons,2009,677769786,162859739,4.161677957742521,FAIL,nowomen
Armored,2009,43049165,21714632,1.9824957199366768,FAIL,nowomen
Astro Boy,2009,69100389,70572554,0.9791396950151471,FAIL,dubious
Avatar,2009,3848295959,461435929,8.339827302437907,FAIL,men
Away We Go,2009,21236868,22800364,0.9314267088016664,PASS,ok
Br&uuml;no,2009,207204029,45600727,4.543875561457606,FAIL,nowomen
Bride Wars,2009,188771738,32571948,5.795531111617887,PASS,ok
Bright Star,2009,23566149,9228719,2.5535666434312283,PASS,ok
Brooklyn's Finest,2009,72089132,18457437,3.9056956824503857,FAIL,notalk
Brothers,2009,79896846,28229022,2.8303086801944466,PASS,ok
Capitalism: A Love Story,2009,36355644,21714632,1.674246379123533,FAIL,notalk
Case 39,2009,46213791,29314753,1.576468715257468,PASS,ok
Chloe,2009,13843542,14114511,0.980802097926028,FAIL,men
Cloudy with a Chance of Meatballs,2009,392706895,108573160,3.6169795094846644,FAIL,notalk
Coco avant Chanel,2009,61808168,24971827,2.475115977697587,PASS,ok
Coraline,2009,218583053,65143896,3.3553880934600535,PASS,ok
Daybreakers,2009,88490549,21714632,4.075157663275159,FAIL,notalk
Dead Snow,2009,2432866,868585,2.800953274578769,FAIL,men
District 9,2009,359206548,32571948,11.028095341426923,FAIL,notalk
Drag Me to Hell,2009,144933347,32571948,4.449637061928258,PASS,ok
Enter the Void,2009,733948,17371706,0.042249621309501786,FAIL,notalk
Everybody's Fine,2009,19996736,21714632,0.9208876300551628,FAIL,men
Fantastic Mr. Fox,2009,73288882,43429264,1.6875460288712238,FAIL,notalk
Fast & Furious,2009,562548516,92287186,6.095629744307081,FAIL,notalk
Fired Up!,2009,38912469,21714632,1.7919930211112949,FAIL,notalk
Fish Tank,2009,6836816,3257195,2.0989888539065054,PASS,ok
Friday the 13th,2009,170137171,18457437,9.21781128116542,FAIL,men
Funny People,2009,134343379,78715541,1.7066944759993457,FAIL,notalk
G-Force,2009,441704337,162859739,2.7121763777356906,FAIL,notalk
G.I. Joe: The Rise of Cobra,2009,491478681,190003029,2.5866886627370556,FAIL,notalk
Gamer,2009,60364060,54286580,1.1119517936108703,FAIL,notalk
Get Low,2009,20491953,7600121,2.696266677859471,FAIL,notalk
Harry Brown,2009,8808346,7925841,1.1113452818445386,FAIL,notalk
Harry Potter and the Half-Blood Prince,2009,1342372145,271432899,4.9455027373082,PASS,ok
He's Just Not That Into You,2009,295692373,43429264,6.8085973780260245,PASS,ok
I Come with the Rain,2009,NA,19543169,NA,FAIL,nowomen
I Love You Phillip Morris,2009,18655197,14114511,1.3217033873862154,FAIL,notalk
"I Love You, Man",2009,177158297,43429264,4.079237838338683,FAIL,men
Ice Age: Dawn of the Dinosaurs,2009,1176436220,97715844,12.039359962955444,FAIL,notalk
Inglourious Basterds,2009,475336301,76001212,6.254325273128539,FAIL,dubious
Invictus,2009,175869765,53200848,3.305769956899935,FAIL,notalk
It's Complicated,2009,366271684,92287186,3.968824924404998,PASS,ok
Jennifer's Body,2009,53240976,17371706,3.0648098695660635,PASS,ok
Julie & Julia,2009,239698642,43429264,5.519288606871164,PASS,ok
Knowing,2009,290776593,54286580,5.356325504388009,FAIL,notalk
Law Abiding Citizen,2009,222051120,57543775,3.85882087158863,FAIL,notalk
Life During Wartime,2009,611152,4885792,0.12508760094576274,PASS,ok
Micmacs (Micmacs &agrave; tire-larigot),2009,14132550,45600727,0.30991940106568916,FAIL,dubious
Monsters vs Aliens,2009,629766567,190003029,3.3145080387113195,FAIL,dubious
Moon,2009,17031042,5428658,3.1372471796897132,FAIL,notalk
Mother and Child,2009,6645783,7600121,0.8744312097136349,PASS,ok
My Bloody Valentine 3D,2009,167529417,15200242,11.021496697223636,FAIL,men
My Sister's Keeper,2009,158379177,29857619,5.304481144327014,PASS,ok
Nine,2009,79460161,86858528,0.9148227909181238,FAIL,men
Ninja Assassin,2009,108297130,54286580,1.9949153179294035,FAIL,notalk
Nowhere Boy,2009,10021949,2062890,4.858208144884119,FAIL,dubious
Ondine,2009,1195330,13028779,0.09174535848677762,PASS,ok
Paa,2009,10847012,4668646,2.32337427168391,FAIL,men
Pandorum,2009,29710268,43429264,0.6841071034498766,FAIL,notalk
Perrier's Bounty,2009,1798,7165829,2.5091304858098067e-4,FAIL,nowomen
Planet 51,2009,164151948,65143896,2.5198362099804408,FAIL,notalk
Precious: Based on the Novel Push by Sapphire,2009,126259045,10857316,11.628937114844957,PASS,ok
Public Enemies,2009,333845749,111287489,2.99984977646499,FAIL,notalk
Push,2009,82757778,41257801,2.005869823260818,PASS,ok
Sherlock Holmes,2009,768119157,97715844,7.8607432076214785,FAIL,notalk
Splice,2009,42855097,32571948,1.3157056802374854,PASS,ok
Star Trek,2009,698571071,152002424,4.595789018469864,PASS,ok
State of Play,2009,139476711,65143896,2.1410557176377663,PASS,ok
Surrogates,2009,171812815,86858528,1.978076522319144,FAIL,notalk
Terminator Salvation,2009,539555411,217146319,2.484755042059912,FAIL,men
The Blind Side,2009,609817730,38000606,16.047579083344093,FAIL,men
The Boat That Rocked,2009,49390058,54286580,0.9098023489414879,FAIL,nowomen
The Boondock Saints II: All Saints Day,2009,22307848,8685853,2.5682967464450526,FAIL,nowomen
The Box,2009,44942636,27143290,1.6557549213820433,PASS,ok
The City of Your Final Destination,2009,2004903,9011572,0.22248093895271545,PASS,ok
The Final Destination,2009,275626349,43429264,6.346558141072803,PASS,ok
The Fourth Kind,2009,82195359,10857316,7.570504441429171,PASS,ok
The Girl with the Dragon Tattoo,2009,364464931,97715844,3.7298447834109685,FAIL,dubious
The Girlfriend Experience,2009,1847567,1411451,1.3089841588549656,FAIL,dubious
The Good Guy,2009,218640,10857316,0.020137573595536872,PASS,ok
The Hangover,2009,810906844,38000606,21.33931348357971,FAIL,notalk
The Imaginarium of Doctor Parnassus,2009,78218508,32571948,2.401407124928481,FAIL,notalk
The Informant!,2009,81525402,23886095,3.4130904193422995,FAIL,notalk
The Invention of Lying,2009,55514015,20086035,2.7638115237775898,FAIL,men
The Last Station,2009,24227029,19543169,1.2396673743137563,PASS,ok
The Lovely Bones,2009,150926117,103144502,1.4632492675179138,PASS,ok
The Men Who Stare at Goats,2009,108330404,26057558,4.1573505851929795,FAIL,nowomen
The Messenger,2009,2735305,7057255,0.38758766687614377,FAIL,notalk
The Princess and the Frog,2009,407581771,114001818,3.5752216776051764,PASS,ok
The Proposal,2009,519704698,43429264,11.966693656148536,FAIL,men
The Road,2009,38791604,27143290,1.4291415668476444,FAIL,notalk
The Secret of Kells,2009,3573367,8685853,0.41140081463501627,FAIL,nowomen
The Soloist,2009,76190466,65143896,1.1695718352491538,FAIL,notalk
The Taking of Pelham 123,2009,236490454,119430476,1.98015164906485,FAIL,nowomen
The Time Traveler's Wife,2009,175976985,42343532,4.155935433066849,FAIL,dubious
The Ugly Truth,2009,319362798,41257801,7.740664559412655,FAIL,men
The Unborn,2009,131242390,17371706,7.554951137211279,PASS,ok
The Young Victoria,2009,46556348,38000606,1.225147514752791,PASS,ok
Transformers: Revenge of the Fallen,2009,1344821431,228003635,5.898245574023414,PASS,ok
Up,2009,1112382817,190003029,5.854553071361826,FAIL,notalk
Up in the Air,2009,272156126,32571948,8.35553728625626,FAIL,men
Veronika Decides to Die,2009,NA,9771584,NA,PASS,ok
Watchmen,2009,316575617,149830960,2.1128851940880575,FAIL,men
Whatever Works,2009,43878118,16285974,2.694227437671213,FAIL,dubious
Where the Wild Things Are,2009,191476500,108573160,1.7635712177853164,FAIL,notalk
Whip It,2009,34634310,16285974,2.1266342436749563,PASS,ok
Whiteout,2009,24461950,38000606,0.6437252605918968,PASS,ok
X-Men Origins: Wolverine,2009,602264998,162859739,3.698059457162706,FAIL,dubious
Yesterday Was a Lie,2009,NA,217146,NA,PASS,ok
Youth in Revolt,2009,37969311,19543169,1.9428430977596316,FAIL,notalk
Zombieland,2009,193072265,25623266,7.535037297743386,PASS,ok
21,2008,258672134,37878971,6.828911323911096,PASS,ok
Appaloosa,2008,51890801,21645126,2.397343448127768,FAIL,notalk
Australia,2008,286402695,140693320,2.035652403397688,FAIL,men
Baby Mama,2008,135158333,32467689,4.162856586435826,PASS,ok
Be Kind Rewind,2008,45529886,21645126,2.1034705919475822,FAIL,notalk
Bedtime Stories,2008,355477838,86580505,4.105749186840617,PASS,ok
Blindness,2008,25028638,27056408,0.9250539835147371,PASS,ok
Bolt,2008,463213837,162338447,2.8533834440340557,PASS,ok
Burn After Reading,2008,242177666,40043484,6.047867013769332,FAIL,notalk
Changeling,2008,161846433,59524097,2.7190069426840697,PASS,ok
Che: Part One,2008,32913865,62770866,0.524349385270549,FAIL,notalk
City of Ember,2008,21308276,41125740,0.5181250477195061,PASS,ok
Cloverfield,2008,271443374,27056408,10.032498548957422,PASS,ok
Day of the Dead,2008,NA,19480614,NA,PASS,ok
Death Race,2008,117785040,70346660,1.6743515612539388,FAIL,notalk
Defiance,2008,76746646,54112816,1.418271154101461,PASS,ok
"Definitely, Maybe",2008,95352663,7575794,12.586491000151272,PASS,ok
Doomsday,2008,35313978,35714458,0.9887866140933737,PASS,ok
Doubt,2008,91335319,21645126,4.219671393920276,PASS,ok
Eagle Eye,2008,302498552,86580505,3.493841390738019,FAIL,notalk
Easy Virtue,2008,16573205,15151588,1.0938262708832895,PASS,ok
Fireproof,2008,72434997,541128,133.85926619949439,FAIL,men
Fly Me to the Moon,2008,78020603,27056408,2.8836275310455104,FAIL,nowomen
Forgetting Sarah Marshall,2008,182192985,32467689,5.6115168837548,PASS,ok
Four Christmases,2008,307027544,86580505,3.546150995538776,PASS,ok
Frost/Nixon,2008,50613467,31385433,1.6126419858537557,FAIL,notalk
Frozen River,2008,9244206,1082256,8.54160753093538,PASS,ok
Gake no ue no Ponyo,2008,238532609,36796715,6.482443038733213,PASS,ok
Ghost Town,2008,43144138,21645126,1.9932495657451936,FAIL,notalk
Gran Torino,2008,457403061,27056408,16.905535317178835,FAIL,men
Hamlet 2,2008,10589338,9740307,1.0871667597335484,PASS,ok
Hancock,2008,922398989,162338447,5.6819503084195455,FAIL,nowomen
Herb & Dorothy,2008,255817865,89286146,2.865146234444927,PASS,ok
High School Musical 3: Senior Year,2008,394971926,11904819,33.17748266479314,PASS,ok
Igor,2008,54699346,32467689,1.6847317343713621,FAIL,men
In Bruges,2008,45816897,16233845,2.822307161365653,FAIL,notalk
Indiana Jones and the Kingdom of the Crystal Skull,2008,1194358581,200217418,5.9653080782412244,FAIL,notalk
Inkheart,2008,81553292,64935379,1.255914622443337,PASS,ok
Iron Man,2008,975164075,201299674,4.844340060878588,FAIL,men
Journey to the Center of the Earth,2008,370790471,48701534,7.6135275533620765,FAIL,notalk
Jumper,2008,329310541,89286146,3.688260225724157,FAIL,notalk
Kung Fu Panda,2008,917044606,140693320,6.518039420777049,FAIL,notalk
L&aring;t den r&auml;tte komma in (Let the Right One In),2008,15551771,4870153,3.193281812706911,FAIL,notalk
Made of Honor,2008,165110616,43290252,3.8140368413655805,FAIL,men
Max Payne,2008,136850318,37878971,3.6128309293301553,PASS,ok
Meet Dave,2008,67589136,64935379,1.040867660139475,FAIL,notalk
Milk,2008,96466559,21645126,4.456733538996262,FAIL,notalk
Miracle at St. Anna,2008,18427952,48701534,0.3783854529099638,FAIL,men
Nick and Norah's Infinite Playlist,2008,70381171,10822563,6.50318884722593,PASS,ok
Nim's Island,2008,153776116,40043484,3.840228187936894,PASS,ok
Pineapple Express,2008,204428106,28138664,7.2650253046839754,FAIL,men
Pontypool,2008,38724,1623384,0.02385387560798924,FAIL,nowomen
Possession,2008,26958419,27056408,0.9963783440876557,PASS,ok
Prom Night,2008,109285200,19480614,5.609946380540162,PASS,ok
Quantum of Solace,2008,823662535,248918952,3.308958712794195,FAIL,notalk
Quarantine,2008,78986985,12987076,6.081968335289637,PASS,ok
Rachel Getting Married,2008,28272567,12987076,2.176977096307129,PASS,ok
Revolutionary Road,2008,110905774,48701534,2.27725422365546,PASS,ok
RocknRolla,2008,36250137,19480614,1.8608313372463516,FAIL,notalk
Seven Pounds,2008,256028458,58441841,4.380910211230341,PASS,ok
Sex and the City,2008,614607424,62229738,9.876426347801754,PASS,ok
Slumdog Millionaire,2008,569093218,15151588,37.559971799655585,FAIL,notalk
Speed Racer,2008,148637329,129870757,1.144501906614743,PASS,ok
Stargate: The Ark of Truth,2008,NA,7575794,NA,FAIL,dubious
Step Brothers,2008,247769147,70346660,3.522116714567543,FAIL,notalk
Sunshine Cleaning,2008,30871487,5411282,5.70502276540014,PASS,ok
"Synecdoche, New York",2008,8081290,21645126,0.3733537979866691,FAIL,dubious
Taken,2008,402537198,27056408,14.877702834759145,PASS,ok
The Bank Job,2008,104117024,21645126,4.810183317944188,PASS,ok
The Brothers Bloom,2008,9809043,21645126,0.4531756017497888,FAIL,dubious
The Chronicles of Narnia: Prince Caspian,2008,607266760,243507670,2.4938301122096074,PASS,ok
The Curious Case of Benjamin Button,2008,494935998,173161010,2.858241575283027,FAIL,dubious
The Dark Knight,2008,1662601882,200217418,8.303982233953292,FAIL,dubious
The Day the Earth Stood Still,2008,338133621,86580505,3.905424448609996,PASS,ok
The Eye,2008,95603702,12987076,7.36144933624782,PASS,ok
The Forbidden Kingdom,2008,196051316,59524097,3.293646201806304,FAIL,notalk
The House Bunny,2008,128220077,27056408,4.7389911107195015,PASS,ok
The Hurt Locker,2008,72415971,16233845,4.460802169787872,FAIL,notalk
The Incredible Hulk,2008,430981331,148810243,2.8961805471952626,FAIL,notalk
The Lucky Ones,2008,577854,15151588,0.03813818063162752,PASS,ok
The Other Boleyn Girl,2008,113128159,43290252,2.61324787390935,PASS,ok
The Reader,2008,159322953,35173330,4.5296522393529415,FAIL,notalk
The Secret Life of Bees,2008,84149957,11904819,7.068562487174312,PASS,ok
The Sisterhood of the Traveling Pants 2,2008,95628271,29220920,3.272596174247765,PASS,ok
The Strangers,2008,146807296,9740307,15.072142592630808,FAIL,dubious
The Tale of Despereaux,2008,152987170,64935379,2.355991023013818,PASS,ok
The Women,2008,83340102,17316101,4.8128676311139555,PASS,ok
The Wrestler,2008,78866742,6493538,12.14541933842537,FAIL,notalk
Three Kingdoms: Resurrection of the Dragon,2008,NA,21645126,NA,FAIL,notalk
Transsiberian,2008,9289239,16233845,0.5722143460159931,PASS,ok
Tropic Thunder,2008,323188534,97403068,3.3180529180045952,FAIL,nowomen
Twilight,2008,639282080,40043484,15.964696778132492,PASS,ok
Valkyrie,2008,310585774,97403068,3.1886652071370074,FAIL,notalk
Vicky Cristina Barcelona,2008,138227428,17316101,7.9825953891121335,PASS,ok
WALL-E,2008,818617763,194806136,4.202217547192661,FAIL,notalk
Waltz with Bashir,2008,14512530,2164513,6.704755295994988,FAIL,nowomen
Wanted,2008,516155103,81169223,6.3590001717769304,FAIL,notalk
"Welcome Home, Roscoe Jenkins",2008,93121818,29762049,3.1288779210060436,FAIL,dubious
Wendy and Lucy,2008,2469429,324677,7.605802074061298,PASS,ok
What Happens In Vegas,2008,323392638,37878971,8.53752436939219,PASS,ok
Yes Man,2008,350306835,54112816,6.473638980458899,FAIL,notalk
[Rec],2007,NA,2359441,NA,PASS,ok
1408,2007,228359087,25279728,9.033288926209966,PASS,ok
28 Weeks Later,2007,104345314,16853152,6.191442051908154,PASS,ok
3:10 to Yuma,2007,140194341,53930087,2.5995571080758686,FAIL,nowomen
30 Days of Night,2007,134651240,33706305,3.9948383544265678,FAIL,men
88 Minutes,2007,56049408,33706305,1.66287607021891,FAIL,notalk
Across the Universe,2007,60346437,50559457,1.1935736770274255,PASS,ok
Atonement,2007,203564112,33706305,6.039348187230846,PASS,ok
Becoming Jane,2007,65197947,18538467,3.5169006692948237,PASS,ok
Beowulf,2007,311435501,168531522,1.847936203887128,PASS,ok
Blades of Glory,2007,296827938,68536152,4.330968829414292,PASS,ok
Bridge to Terabithia,2007,247425540,28088587,8.808757094117977,PASS,ok
Brooklyn Rules,2007,1029688,8988348,0.1145580923213031,PASS,ok
Charlie Bartlett,2007,10388511,13482522,0.7705168958745255,FAIL,men
Charlie Wilson's War,2007,209174434,84265761,2.4823182217508246,PASS,ok
Death at a Funeral,2007,103047566,23594413,4.367456227879032,PASS,ok
Diary of the Dead,2007,7131206,3089745,2.3080241249682416,PASS,ok
Disturbia,2007,222217503,22470870,9.889136602187632,PASS,ok
Eastern Promises,2007,81511514,56177174,1.4509721332724925,PASS,ok
Enchanted,2007,525920612,95501196,5.5069531485239205,PASS,ok
Fantastic Four: Rise of the Silver Surfer,2007,472042252,134825218,3.5011421379641305,FAIL,dubious
Gone Baby Gone,2007,61704915,21347326,2.890521979193085,PASS,ok
Hairspray,2007,361493035,84265761,4.289915983788481,PASS,ok
Halloween,2007,152558725,16853152,9.05223693466955,PASS,ok
Hannibal Rising,2007,121626993,56177174,2.1650607237736805,FAIL,notalk
Harry Potter and the Order of the Phoenix,2007,1387518533,168531522,8.232991173010353,PASS,ok
Hitman,2007,156906764,19662011,7.980199176981439,FAIL,nowomen
Hostel: Part II,2007,57470621,8426576,6.820162898904608,PASS,ok
Hot Fuzz,2007,118378119,17976696,6.585087660157351,FAIL,notalk
Hot Rod,2007,31765645,28088587,1.1309093262683523,FAIL,notalk
I Am Legend,2007,945802345,168531522,5.612020432593019,PASS,ok
Into the Wild,2007,83984389,22470870,3.737478299683101,FAIL,notalk
Juno,2007,421267424,7864804,53.56362650614052,PASS,ok
Knocked Up,2007,413369911,30897446,13.378772828019507,PASS,ok
Lars and the real Girl,2007,18549615,14044294,1.3207936974261576,PASS,ok
Live Free or Die Hard,2007,582063911,123589783,4.709644251094769,FAIL,notalk
Michael Clayton,2007,159567368,24156185,6.605652672390114,FAIL,men
Music and Lyrics,2007,219758438,44941739,4.8898516810842585,FAIL,men
No Country for Old Men,2007,267768226,28088587,9.532990249740935,FAIL,dubious
No Reservations,2007,151424200,31459218,4.813349143007941,PASS,ok
Paranormal Activity,2007,339424558,505595,671.3368565749266,FAIL,dubious
Persepolis,2007,30544541,8201867,3.7240961112878326,PASS,ok
Pirates of the Caribbean: At World's End,2007,1427368648,337063045,4.234723056038374,PASS,ok
Premonition,2007,145289842,22470870,6.465697233796466,PASS,ok
Ratatouille,2007,935906496,168531522,5.553302343047729,FAIL,nowomen
Resident Evil: Extinction,2007,221126389,50559457,4.3735910573564905,PASS,ok
Rush Hour 3,2007,441723295,202237827,2.1841774189949144,FAIL,notalk
Shooter,2007,160337704,67412609,2.378452731298384,FAIL,notalk
Shrek the Third,2007,1269661302,179766957,7.062818012767496,PASS,ok
St. Trinian's,2007,25236548,12808396,1.9703129103753507,PASS,ok
Stardust,2007,195711852,78648044,2.4884516136218213,PASS,ok
Sunshine,2007,40132041,44941739,0.8929792636640073,FAIL,notalk
Superbad,2007,327317937,19662011,16.647225810218497,FAIL,notalk
Sydney White,2007,28682665,18538467,1.5471972412821406,PASS,ok
Teeth,2007,3031566,2247087,1.3491093135245764,FAIL,dubious
The Bucket List,2007,300858873,50559457,5.950595414820219,FAIL,notalk
The Golden Compass,2007,496991137,230326414,2.1577687437967925,PASS,ok
The Kite Runner,2007,101097368,22470870,4.499041114117967,FAIL,nowomen
The Man from Earth,2007,NA,224709,NA,FAIL,notalk
The Messengers,2007,100163526,17976696,5.57185402701364,PASS,ok
The Mist,2007,90300589,14606065,6.182403611102648,PASS,ok
The Number 23,2007,126720350,35953391,3.5245729672619754,FAIL,notalk
The Savages,2007,19398097,10111891,1.918345144345405,PASS,ok
The Signal,2007,738673,56177,13.149028962030725,FAIL,men
The Simpsons Movie,2007,797947364,81456903,9.795945274275896,PASS,ok
The Visitor,2007,32135415,4494174,7.15046079657797,FAIL,dubious
There Will Be Blood,2007,131939087,28088587,4.697248992980672,FAIL,nowomen
TMNT,2007,168806921,39324022,4.292717591298265,FAIL,notalk
Transformers,2007,1154462035,169655066,6.804760165546722,FAIL,notalk
Tropa de Elite,2007,16098062,7345604,2.1915232566307687,PASS,ok
Waitress,2007,46418899,1685315,27.543158994015954,PASS,ok
We Own the Night,2007,94232756,31459218,2.995394100387365,FAIL,nowomen
White Noise 2: The Light,2007,NA,11235435,NA,FAIL,notalk
300,2006,768346682,69347781,11.07961453013183,FAIL,nowomen
A Scanner Darkly,2006,14917517,23115927,0.6453350107914773,FAIL,notalk
Akeelah and the Bee,2006,43698180,9246371,4.725981685138959,PASS,ok
Aquamarine,2006,48053730,13869556,3.464691299418669,PASS,ok
Bandidas,2006,NA,40452872,NA,PASS,ok
Black Christmas,2006,37530414,10402167,3.607941883647898,PASS,ok
Blood Diamond,2006,264395155,115579635,2.2875583142307034,FAIL,notalk
"Bon Cop, Bad Cop",2006,29290884,9246371,3.167824868805286,FAIL,notalk
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,450851539,20804334,21.67103926518388,FAIL,notalk
Bug,2006,16196656,4623185,3.5033545056059836,PASS,ok
Cars,2006,815704369,80905744,10.082156453564039,FAIL,notalk
Casino Royale,2006,882716344,117891227,7.487549043831735,FAIL,notalk
Children of Men,2006,121361604,87840522,1.3816129644584763,PASS,ok
Clerks II,2006,57838986,5778982,10.008507726793404,FAIL,dubious
Crank,2006,82943796,13869556,5.9802776671437785,FAIL,nowomen
Das Leben Der Anderen,2006,106890015,2311593,46.240845598684544,FAIL,nowomen
DOA: Dead or Alive,2006,9519760,34673890,0.27455125456070834,PASS,ok
El laberinto del fauno (Pan's Labyrinth),2006,144100278,18492742,7.792261309869569,PASS,ok
Eragon,2006,375077040,115579635,3.245182769438578,FAIL,notalk
Fido,2006,829758,9246371,0.08973877427154935,FAIL,men
Final Destination 3,2006,192897905,28894909,6.6758440042154135,PASS,ok
Flushed Away,2006,280085682,172213656,1.6263848553334237,FAIL,nowomen
For Your Consideration,2006,12829162,13869556,0.9249872166059245,PASS,ok
Friends with Money,2006,35698804,7512676,4.751809341970824,PASS,ok
Ice Age: The Meltdown,2006,979225226,86684726,11.296398698889583,FAIL,notalk
Idlewild,2006,29287680,17336945,1.6893218499568408,PASS,ok
Inside Man,2006,315842704,57789817,5.465369513109896,FAIL,dubious
Jackass Number Two,2006,182682193,12713760,14.368856498785568,FAIL,notalk
Lady in the Water,2006,132997876,86684726,1.5342711702174614,FAIL,men
Last Holiday,2006,94478502,52010836,1.816515735297929,PASS,ok
Letters from Iwo Jima,2006,95367257,15025353,6.347089283027161,FAIL,notalk
Little Children,2006,23377180,16181149,1.4447169357379999,PASS,ok
Little Miss Sunshine,2006,185438364,9246371,20.055258868587472,PASS,ok
London To Brighton,2006,NA,953532,NA,PASS,ok
Lucky Number Slevin,2006,90141634,31206501,2.8885530614278094,FAIL,notalk
Man of the Year,2006,91058676,23115927,3.939218011892839,FAIL,notalk
Marie Antoinette,2006,88793988,46231854,1.9206235596781387,PASS,ok
Miss Potter,2006,44956851,34673890,1.2965620817277785,PASS,ok
Monster House,2006,248413436,86684726,2.8657117287306186,PASS,ok
Nacho Libre,2006,207459035,36985483,5.60920172382229,FAIL,nowomen
Night at the Museum,2006,953929706,127137598,7.503128272094616,PASS,ok
Notes on a Scandal,2006,77741762,31784400,2.445909376927046,PASS,ok
Once,2006,32874351,173369,189.62069920227952,FAIL,men
Open Season,2006,317852042,98242689,3.2353760390251534,FAIL,notalk
Paris je t'aime,2006,11228270,15025353,0.7472882667049486,FAIL,dubious
Perfume: The Story of a Murderer,2006,156988068,73624227,2.1322881665025832,PASS,ok
Pirates of the Caribbean: Dead Man's Chest,2006,1715122750,260054178,6.595251663289948,FAIL,men
Poseidon,2006,280106822,184927415,1.5146852185220887,FAIL,men
Quinceanera,2006,4872236,462319,10.538688654370683,PASS,ok
Rang De Basanti,2006,36286675,6125721,5.923657802893733,PASS,ok
Running with Scissors,2006,17991936,13869556,1.29722508781103,PASS,ok
